sent_id,token_id,kalimat,head,deprel
train-s436,15,mula,14,fixed
train-s436,16,dari,17,case
train-s436,17,sejarah,14,nmod
train-s436,18,Korea,17,flat
train-s436,19,.,9,punct
train-s437,1,Namun,5,mark
train-s437,2,demikian,1,advmod
train-s437,3,",",5,punct
train-s437,4,Cina,5,nsubj
train-s437,5,bertempur,0,root
train-s437,6,di,7,case
train-s437,7,udara,5,obl
train-s437,8,dengan,9,case
train-s437,9,mengerahkan,5,xcomp
train-s437,10,seluruh,11,det
train-s437,11,pesawat,9,obj
train-s437,12,tempurnya,11,compound
train-s437,13,",",5,punct
train-s437,14,dengan,19,case
train-s437,15,sebagian,19,nsubj
train-s437,16,di,17,case
train-s437,17,antaranya,15,nmod
train-s437,18,adalah,19,cop
train-s437,19,pesawat,5,xcomp
train-s437,20,tempur,19,compound
train-s437,21,bekas,20,amod
train-s437,22,yang,23,nsubj:pass
train-s437,23,dibeli,19,acl
train-s437,24,dari,25,case
train-s437,25,negara,23,obl
train-s437,26,-,25,punct
train-s437,27,negara,25,compound:plur
train-s437,28,lain,25,amod
train-s437,29,.,5,punct
train-s438,1,Proses,7,nsubj:pass
train-s438,2,pembelajaran,1,compound
train-s438,3,di,4,case
train-s438,4,bidang,1,nmod
train-s438,5,hard,6,amod
train-s438,6,skill,4,flat
train-s438,7,dicapai,0,root
train-s438,8,melalui,14,case
train-s438,9,penerapan,14,nsubj
train-s438,10,konsep,9,compound
train-s438,11,learning,10,flat
train-s438,12,by,11,nmod
train-s438,13,doing,12,nmod
train-s438,14,berisikan,7,xcomp
train-s438,15,materi,14,obj
train-s438,16,teori,15,compound
train-s438,17,40,18,nummod
train-s438,18,%,16,compound
train-s438,19,dan,20,cc
train-s438,20,praktek,16,conj
train-s438,21,60,22,nummod
train-s438,22,%,20,compound
train-s438,23,yang,24,nsubj
train-s438,24,disampaikan,15,acl
train-s438,25,melalui,26,case
train-s438,26,Kurikulum,24,obl
train-s438,27,Berbasis,26,flat
train-s438,28,Kompetensi,27,flat
train-s438,29,5,28,nummod
train-s438,30,+,29,punct
train-s438,31,1,29,nummod
train-s438,32,untuk,33,case
train-s438,33,Program,29,nmod
train-s438,34,Diploma,33,compound
train-s438,35,III,34,nummod
train-s438,36,dan,29,cc
train-s438,37,7,29,nummod
train-s438,38,+,37,punct
train-s438,39,1,37,nummod
train-s438,40,untuk,41,case
train-s438,41,Program,37,nmod
train-s438,42,Diploma,41,flat
train-s438,43,IV,42,nummod
train-s438,44,.,7,punct
train-s438,45,Guna,46,case
train-s438,46,menjamin,51,xcomp
train-s438,47,tercapainya,46,obj
train-s438,48,tujuan,47,compound
train-s438,49,pembelajaran,48,compound
train-s438,50,",",51,punct
train-s438,51,diterapkan,7,dep
train-s438,52,ukuran,51,obj
train-s438,53,kelas,52,compound
train-s438,54,kecil,53,amod
train-s438,55,dengan,56,case
train-s438,56,jumlah,51,obl
train-s438,57,maksimal,56,amod
train-s438,58,30,59,nummod
train-s438,59,mahasiswa,56,nmod
train-s438,60,perkelas,59,nummod
train-s438,61,.,51,punct
train-s439,1,Ia,3,nsubj
train-s439,2,pernah,3,advmod
train-s439,3,menjabat,0,root
train-s439,4,rektor,3,obj
train-s439,5,Universitas,4,flat
train-s439,6,Gorontalo,5,flat
train-s439,7,dan,11,cc
train-s439,8,saat,11,nsubj
train-s439,9,ini,8,det
train-s439,10,adalah,11,cop
train-s439,11,ketua,3,conj
train-s439,12,Pimpinan,11,compound
train-s439,13,Wilayah,12,flat
train-s439,14,Muhammadiyah,13,flat
train-s439,15,Gorontalo,14,flat
train-s439,16,dan,17,cc
train-s439,17,ketua,11,conj
train-s439,18,Komisi,17,compound
train-s439,19,Pemilihan,18,compound
train-s439,20,Umum,19,flat
train-s439,21,Daerah,20,flat
train-s439,22,(,23,punct
train-s439,23,KPUD,18,appos
train-s439,24,),23,punct
train-s439,25,Gorontalo,23,appos
train-s439,26,.,3,punct
train-s440,1,Ketika,3,mark
train-s440,2,suaminya,3,advmod
train-s440,3,meninggal,6,advcl
train-s440,4,",",3,punct
train-s440,5,Martha,6,nsubj
train-s440,6,menemukan,0,root
train-s440,7,sebuah,8,det
train-s440,8,catatan,6,obj
train-s440,9,yang,10,obj
train-s440,10,berisi,8,acl
train-s440,11,tulisan,10,obj
train-s440,12,suaminya,11,compound
train-s440,13,pada,14,case
train-s440,14,saat,11,nmod
train-s440,15,di,16,case
train-s440,16,Navy,14,nmod
train-s440,17,Yard,16,flat
train-s440,18,.,6,punct
train-s440,19,Catatan,21,nsubj
train-s440,20,itu,19,det
train-s440,21,berupa,6,dep
train-s440,22,sistem,21,acl
train-s440,23,flare,22,compound
train-s440,24,sinyal,23,compound
train-s440,25,.,21,punct
train-s441,1,Ia,2,nsubj
train-s441,2,menjabat,0,root
train-s441,3,posisi,2,obj
train-s441,4,ini,3,det
train-s441,5,karena,19,cc
train-s441,6,pengangkatan,19,nsubj:pass
train-s441,7,oleh,8,case
train-s441,8,Muammar,6,nmod
train-s441,9,Qaddafi,8,flat
train-s441,10,pada,11,case
train-s441,11,Juni,6,nmod
train-s441,12,2003,11,nummod
train-s441,13,hingga,14,case
train-s441,14,Maret,11,nmod
train-s441,15,2006,14,nummod
train-s441,16,ketika,18,mark
train-s441,17,ia,18,nsubj:pass
train-s441,18,dikabarkan,6,advcl
train-s441,19,diberhentikan,2,conj
train-s441,20,dalam,22,case
train-s441,21,sebuah,22,det
train-s441,22,pergeseran,19,obl
train-s441,23,besar,22,amod
train-s441,24,dalam,25,case
train-s441,25,pemerintahan,22,nmod
train-s441,26,.,2,punct
train-s442,1,The,2,det
train-s442,2,Rollies,5,nsubj
train-s442,3,adalah,5,cop
train-s442,4,sebuah,5,det
train-s442,5,group,0,root
train-s442,6,dengan,7,case
train-s442,7,ciri,5,nmod
train-s442,8,khas,7,amod
train-s442,9,Brass,7,flat
train-s442,10,Rock,9,flat
train-s442,11,yang,13,nsubj:pass
train-s442,12,banyak,13,advmod
train-s442,13,dipengaruhi,7,acl
train-s442,14,oleh,15,case
train-s442,15,Chicago,13,obl
train-s442,16,dan,17,cc
train-s442,17,Blood,15,conj
train-s442,18,",",19,punct
train-s442,19,Sweat,17,conj
train-s442,20,&amp;,21,punct
train-s442,21,Tears,17,conj
train-s442,22,.,5,punct
train-s443,1,Ketika,5,mark
train-s443,2,langit,5,nsubj
train-s443,3,-,2,punct
train-s443,4,langit,2,compound:plur
train-s443,5,runtuh,8,advcl
train-s443,6,",",5,punct
train-s443,7,obito,8,nsubj
train-s443,8,menyelamatkan,0,root
train-s443,9,kakashi,8,obj
train-s443,10,yang,11,nsubj:pass
train-s443,11,terjatuh,9,acl
train-s443,12,dari,13,case
train-s443,13,reruntuhan,11,obl
train-s443,14,.,8,punct
train-s444,1,Sekalipun,8,advmod
train-s444,2,dalam,3,case
train-s444,3,hal,8,obl
train-s444,4,ini,3,det
train-s444,5,mereka,8,nsubj:pass
train-s444,6,juga,8,advmod
train-s444,7,telah,8,advmod
train-s444,8,terjallin,0,root
train-s444,9,interaksi,8,obj
train-s444,10,dengan,11,case
train-s444,11,sesama,9,nmod
train-s444,12,warga,11,compound
train-s444,13,diluar,12,case
train-s444,14,dari,15,case
train-s444,15,daerah,11,nmod
train-s444,16,lain,15,amod
train-s444,17,.,8,punct
train-s445,1,Dewan,4,nsubj:pass
train-s445,2,Revolusi,1,flat
train-s445,3,Indonesia,2,flat
train-s445,4,dilahirkan,0,root
train-s445,5,melalui,4,acl
train-s445,6,Dekrit,5,obl
train-s445,7,yang,8,nsubj
train-s445,8,dikeluarkan,6,acl
train-s445,9,oleh,10,case
train-s445,10,Untung,8,obl
train-s445,11,di,12,case
train-s445,12,RRI,8,obl
train-s445,13,pada,15,case
train-s445,14,1,15,nummod
train-s445,15,Oktober,8,obl
train-s445,16,1965,15,nummod
train-s445,17,.,4,punct
train-s445,18,Dewan,21,nsubj
train-s445,19,Revolusi,18,flat
train-s445,20,Indonesia,19,flat
train-s445,21,berisi,4,dep
train-s445,22,nama,21,obj
train-s445,23,-,22,punct
train-s445,24,nama,22,compound:plur
train-s445,25,yang,28,obj
train-s445,26,secara,28,case
train-s445,27,sembarang,28,amod
train-s445,28,dimasukkan,22,acl
train-s445,29,dengan,30,case
train-s445,30,Presidiumnya,28,obl
train-s445,31,:,28,punct
train-s445,32,Untuk,33,case
train-s445,33,Spesifikasi,44,obl
train-s445,34,daripada,35,case
train-s445,35,Dekrit,33,nmod
train-s445,36,dan,37,cc
train-s445,37,Keputusan,35,conj
train-s445,38,Dewan,37,flat
train-s445,39,Revolusi,38,flat
train-s445,40,Indonesia,39,flat
train-s445,41,",",44,punct
train-s445,42,dibawah,44,nsubj:pass
train-s445,43,ini,42,det
train-s445,44,diberikan,28,parataxis
train-s445,45,specimen,44,obj
train-s445,46,dokumen,45,compound
train-s445,47,Dekrit,46,compound
train-s445,48,dan,49,cc
train-s445,49,Keputusan,47,conj
train-s445,50,Dewan,49,flat
train-s445,51,Revolusi,50,flat
train-s445,52,Indonesia,51,flat
train-s445,53,:,50,punct
train-s445,54,DEKRIT,50,flat
train-s445,55,No,54,flat
train-s445,56,.,55,punct
train-s445,57,I,55,nummod
train-s445,58,TENTANG,59,case
train-s445,59,PEMBENTUKAN,54,nmod
train-s445,60,DEWAN,59,flat
train-s445,61,REVOLUSI,60,nummod
train-s445,62,INDONESIA,61,flat
train-s445,63,1,62,nummod
train-s445,64,.,21,punct
train-s446,1,Konstruksi,4,nsubj
train-s446,2,jembatan,1,compound
train-s446,3,tersebut,2,det
train-s446,4,terbagi,0,root
train-s446,5,dalam,7,case
train-s446,6,dua,7,nummod
train-s446,7,bentangan,4,obl
train-s446,8,yang,9,nsubj
train-s446,9,menghubungkan,7,acl
train-s446,10,Kota,9,obj
train-s446,11,Tayan,10,flat
train-s446,12,dengan,13,case
train-s446,13,Desa,10,nmod
train-s446,14,Piasak,13,flat
train-s446,15,.,4,punct
train-s447,1,Kira,0,root
train-s447,2,kira,1,compound:plur
train-s447,3,antara,4,case
train-s447,4,Tadase,1,nmod
train-s447,5,dan,6,cc
train-s447,6,Ikuto,4,conj
train-s447,7,mana,1,case
train-s447,8,yang,10,nsubj
train-s447,9,Amu,10,nsubj
train-s447,10,pilih,1,acl
train-s447,11,?,1,punct
train-s448,1,Mencuci,3,nsubj
train-s448,2,tangan,1,compound
train-s448,3,menggunakan,0,root
train-s448,4,air,3,obj
train-s448,5,dan,6,cc
train-s448,6,sabun,4,conj
train-s448,7,dengan,3,case
train-s448,8,teliti,3,amod
train-s448,9,.,3,punct
train-s449,1,Wiwi,2,nsubj
train-s449,2,bertanya,0,root
train-s449,3,kenapa,5,advmod
train-s449,4,tidak,5,advmod
train-s449,5,Eyang,2,ccomp
train-s449,6,Tini,5,det
train-s449,7,yang,8,nsubj
train-s449,8,mengambilnya,5,acl
train-s449,9,sendiri,8,amod
train-s449,10,?,2,punct
train-s450,1,Aprilio,5,nsubj
train-s450,2,Story,1,flat
train-s450,3,adalah,5,cop
train-s450,4,sebuah,5,det
train-s450,5,proyek,0,root
train-s450,6,yang,7,nsubj:pass
train-s450,7,diproduseri,5,acl
train-s450,8,oleh,9,case
train-s450,9,keyboardist,7,obl
train-s450,10,Kevin,9,appos
train-s450,11,Aprilio,10,flat
train-s450,12,.,5,punct
train-s451,1,Kalon,3,nsubj
train-s451,2,adalah,3,cop
train-s451,3,kota,0,root
train-s451,4,yang,5,nsubj
train-s451,5,berada,3,acl
train-s451,6,di,7,case
train-s451,7,Provinsi,5,obl
train-s451,8,Sughd,7,flat
train-s451,9,",",7,punct
train-s451,10,Tajikistan,7,appos
train-s451,11,bagian,10,compound
train-s451,12,barat,11,amod
train-s451,13,.,3,punct
train-s452,1,Sebagian,3,det
train-s452,2,besar,1,amod
train-s452,3,pembicara,4,nsubj
train-s452,4,menganggap,0,root
train-s452,5,ini,4,det
train-s452,6,menjadi,4,xcomp
train-s452,7,bahasa,6,obj
train-s452,8,yang,9,nsubj
train-s452,9,berbeda,7,acl
train-s452,10,dari,11,case
train-s452,11,Tobelo,9,obl
train-s452,12,",",4,punct
train-s452,13,meskipun,15,mark
train-s452,14,mereka,15,nsubj
train-s452,15,mengakui,4,advcl
train-s452,16,tingkat,15,obj
train-s452,17,tertentu,16,amod
train-s452,18,saling,19,advmod
train-s452,19,dimengerti,15,xcomp
train-s452,20,.,4,punct
train-s453,1,Listrik,5,nsubj:pass
train-s453,2,arus,1,compound
train-s453,3,DC,2,flat
train-s453,4,sering,5,advmod
train-s453,5,dikenal,0,root
train-s453,6,juga,5,advmod
train-s453,7,sebagai,8,case
train-s453,8,listrik,5,obl
train-s453,9,arus,8,compound
train-s453,10,searah,9,amod
train-s453,11,",",16,punct
train-s453,12,dan,16,cc
train-s453,13,listrik,16,nsubj:pass
train-s453,14,arus,13,compound
train-s453,15,AC,14,flat
train-s453,16,diartikan,5,conj
train-s453,17,juga,16,advmod
train-s453,18,sebagai,19,case
train-s453,19,listrik,16,obl
train-s453,20,arus,19,compound
train-s453,21,bolak,20,amod
train-s453,22,-,21,punct
train-s453,23,balik,21,fixed
train-s453,24,.,5,punct
train-s454,1,Alessandria,12,nsubj
train-s454,2,(,3,punct
train-s454,3,bahasa,1,appos
train-s454,4,Italia,3,flat
train-s454,5,:,3,punct
train-s454,6,Provincia,3,appos
train-s454,7,di,8,case
train-s454,8,Alessandria,6,nmod
train-s454,9,),3,punct
train-s454,10,adalah,12,cop
train-s454,11,sebuah,12,det
train-s454,12,provinsi,0,root
train-s454,13,di,14,case
train-s454,14,regione,12,nmod
train-s454,15,Piemonte,14,flat
train-s454,16,di,17,case
train-s454,17,Italia,14,nmod
train-s454,18,.,12,punct
train-s455,1,Sementara,2,mark
train-s455,2,Charles,7,nsubj
train-s455,3,di,4,case
train-s455,4,Belanda,2,nmod
train-s455,5,",",2,punct
train-s455,6,Inggris,7,nsubj:pass
train-s455,7,diperintah,0,root
train-s455,8,oleh,9,case
train-s455,9,Oliver,7,obl
train-s455,10,Cromwell,9,flat
train-s455,11,",",9,punct
train-s455,12,seorang,13,det
train-s455,13,pria,9,appos
train-s455,14,biasa,13,amod
train-s455,15,yang,17,nsubj:pass
train-s455,16,telah,17,advmod
train-s455,17,dipilih,13,acl
train-s455,18,sebagai,19,case
train-s455,19,pemimpin,17,obl
train-s455,20,negara,19,compound
train-s455,21,oleh,22,case
train-s455,22,Parlemen,17,obl
train-s455,23,.,7,punct
train-s456,1,Dalam,2,case
train-s456,2,babak,10,obl
train-s456,3,play,2,compound
train-s456,4,-,3,punct
train-s456,5,off,3,fixed
train-s456,6,kualifikasi,2,compound
train-s456,7,melawan,2,acl
train-s456,8,",",2,punct
train-s456,9,Nakata,10,nsubj
train-s456,10,mencetak,0,root
train-s456,11,tiga,12,nummod
train-s456,12,gol,10,obj
train-s456,13,yang,14,nsubj
train-s456,14,meloloskan,12,acl
train-s456,15,Jepang,14,obj
train-s456,16,ke,17,case
train-s456,17,Piala,14,obl
train-s456,18,Dunia,17,flat
train-s456,19,Perancis,17,flat
train-s456,20,1998,17,nummod
train-s456,21,.,10,punct
train-s457,1,Akankah,4,advmod
train-s457,2,Tamon,4,nsubj
train-s457,3,akan,4,advmod
train-s457,4,kembali,0,root
train-s457,5,kepada,6,case
train-s457,6,Mika,4,obl
train-s457,7,?,4,punct
train-s458,1,``,2,punct
train-s458,2,Siapa,0,root
train-s458,3,Ilham,2,acl
train-s458,4,Aliyev,3,flat
train-s458,5,?,2,punct
train-s459,1,Bagaimana,6,advmod
train-s459,2,bila,6,mark
train-s459,3,proses,6,nsubj
train-s459,4,itu,3,det
train-s459,5,terus,6,advmod
train-s459,6,berlangsung,0,root
train-s459,7,seratus,8,nummod
train-s459,8,tahun,6,obj
train-s459,9,?,6,punct
train-s460,1,Mengapa,7,advmod
train-s460,2,?,1,punct
train-s460,3,",",1,punct
train-s460,4,apakah,7,advmod
train-s460,5,karena,7,mark
train-s460,6,Rasulullah,7,nsubj
train-s460,7,memberikan,0,root
train-s460,8,belanja,7,obj
train-s460,9,yang,10,nsubj
train-s460,10,berlebih,8,acl
train-s460,11,terhadap,12,case
train-s460,12,Zainab,10,obl
train-s460,13,?,7,punct
train-s461,1,Dalam,2,case
train-s461,2,pertandingan,6,obl
train-s461,3,itu,2,det
train-s461,4,",",6,punct
train-s461,5,ia,6,nsubj
train-s461,6,tampil,0,root
train-s461,7,sebagai,8,case
train-s461,8,pemain,6,obl
train-s461,9,pengganti,8,compound
train-s461,10,Marek,8,det
train-s461,11,Jankulovski,10,flat
train-s461,12,",",16,punct
train-s461,13,dan,16,cc
train-s461,14,pertandingan,16,nsubj
train-s461,15,itu,14,det
train-s461,16,menjadi,6,conj
train-s461,17,penampilan,16,obj
train-s461,18,tunggalnya,17,amod
train-s461,19,pada,20,case
train-s461,20,musim,16,obl
train-s461,21,2007,20,nummod
train-s461,22,–,20,punct
train-s461,23,08,20,nummod
train-s461,24,.,6,punct
train-s462,1,Lebih,2,advmod
train-s462,2,lanjut,5,advcl
train-s462,3,",",5,punct
train-s462,4,bagaimana,5,advmod
train-s462,5,mengukur,0,root
train-s462,6,kedua,7,nummod
train-s462,7,aspek,5,obj
train-s462,8,dari,10,case
train-s462,9,satu,10,nummod
train-s462,10,kegiatan,7,nmod
train-s462,11,iptek,10,compound
train-s462,12,secara,13,case
train-s462,13,konsisten,10,acl
train-s462,14,dan,16,cc
train-s462,15,relatif,16,advmod
train-s462,16,obyektif,5,conj
train-s462,17,?,5,punct
train-s463,1,Kecamatan,3,nsubj
train-s463,2,Dukuhseti,1,flat
train-s463,3,memiliki,0,root
train-s463,4,beberapa,5,det
train-s463,5,lembaga,3,obj
train-s463,6,pendidikan,5,compound
train-s463,7,mulai,8,case
train-s463,8,tingkat,6,nmod
train-s463,9,TK,8,flat
train-s463,10,hingga,11,case
train-s463,11,SMA,6,nmod
train-s463,12,yang,13,nsubj:pass
train-s463,13,terdiri,5,acl
train-s463,14,:,13,punct
train-s463,15,*,16,punct
train-s463,16,SMP,13,obj
train-s463,17,Negeri,16,flat
train-s463,18,1,17,nummod
train-s463,19,Dukuhseti,16,flat
train-s463,20,*,21,punct
train-s463,21,SMP,16,conj
train-s463,22,Negeri,21,flat
train-s463,23,2,22,nummod
train-s463,24,Dukuhseti,21,flat
train-s463,25,*,26,punct
train-s463,26,SMP,16,conj
train-s463,27,BOPKRI,26,flat
train-s463,28,3,27,nummod
train-s463,29,*,30,punct
train-s463,30,SMP,16,conj
train-s463,31,AKN,30,flat
train-s463,32,Marzuqi,31,flat
train-s463,33,*,34,punct
train-s463,34,MTs,16,conj
train-s463,35,Arridlo,34,flat
train-s463,36,Ngagel,35,flat
train-s463,37,*,38,punct
train-s463,38,MTs,16,conj
train-s463,39,Madarijul,38,flat
train-s463,40,Huda,39,flat
train-s463,41,Kembang,40,flat
train-s463,42,*,43,punct
train-s463,43,MTs,16,conj
train-s463,44,Manahijul,43,flat
train-s463,45,Huda,44,flat
train-s463,46,Ngagel,45,flat
train-s463,47,*,48,punct
train-s463,48,MTs,16,conj
train-s463,49,Mambaul,48,flat
train-s463,50,Ulum,49,flat
train-s463,51,Grogolan,50,flat
train-s463,52,*,53,punct
train-s463,53,MTs,16,conj
train-s463,54,Mathaliul,53,flat
train-s463,55,Huda,54,flat
train-s463,56,Bakalan,55,flat
train-s463,57,*,58,punct
train-s463,58,MTs,16,conj
train-s463,59,Miftahul,58,flat
train-s463,60,Falah,59,flat
train-s463,61,Puncel,60,flat
train-s463,62,*,63,punct
train-s463,63,MTs,16,conj
train-s463,64,Minsya,63,flat
train-s463,65,',64,punct
train-s463,66,ul,64,flat
train-s463,67,Wathon,66,flat
train-s463,68,Grogolan,67,flat
train-s463,69,*,70,punct
train-s463,70,MTs,16,conj
train-s463,71,Tarbiyatul,70,flat
train-s463,72,Banin,71,flat
train-s463,73,Banat,72,flat
train-s463,74,Alasdowo,73,flat
train-s463,75,*,76,punct
train-s463,76,MA,16,conj
train-s463,77,Madarijul,76,flat
train-s463,78,Huda,77,flat
train-s463,79,Kembang,78,flat
train-s463,80,*,81,punct
train-s463,81,MA,16,conj
train-s463,82,Manahijul,81,flat
train-s463,83,Huda,82,flat
train-s463,84,Ngagel,83,flat
train-s463,85,*,86,punct
train-s463,86,MA,16,conj
train-s463,87,Tarbiyatul,86,flat
train-s463,88,Banin,87,flat
train-s463,89,Banat,88,flat
train-s463,90,Alasdowo,89,flat
train-s463,91,*,92,punct
train-s463,92,SMK,16,conj
train-s463,93,Manahijul,92,flat
train-s463,94,Huda,93,flat
train-s463,95,Ngagel,94,flat
train-s463,96,*,97,punct
train-s463,97,SMK,16,conj
train-s463,98,Manba,97,flat
train-s463,99,',98,punct
train-s463,100,ul,98,compound
train-s463,101,Huda,100,flat
train-s463,102,Kembang,101,flat
train-s463,103,Dukuhseti,102,flat
train-s463,104,Pati,103,flat
train-s463,105,*,106,punct
train-s463,106,SMK,16,conj
train-s463,107,Telkom,106,flat
train-s463,108,Terpadu,107,flat
train-s463,109,AKN,108,flat
train-s463,110,Marzuqi,109,flat
train-s463,111,*,112,punct
train-s463,112,SMA,16,conj
train-s463,113,BOPKRI,112,flat
train-s463,114,3,112,nummod
train-s464,1,Adiknya,7,nsubj
train-s464,2,",",1,punct
train-s464,3,Kadir,1,appos
train-s464,4,Halid,3,flat
train-s464,5,",",3,punct
train-s464,6,adalah,7,cop
train-s464,7,manajer,0,root
train-s464,8,tim,7,compound
train-s464,9,sepak,8,compound
train-s464,10,bola,9,compound
train-s464,11,PSM,10,flat
train-s464,12,Makassar,11,flat
train-s464,13,dan,19,cc
train-s464,14,pada,15,case
train-s464,15,bulan,19,obl
train-s464,16,Februari,15,flat
train-s464,17,2011,16,nummod
train-s464,18,telah,19,advmod
train-s464,19,dilantik,7,conj
train-s464,20,menjadi,19,advcl
train-s464,21,Ketua,20,obj
train-s464,22,PSSI,21,flat
train-s464,23,Sumatera,22,flat
train-s464,24,Selatan,23,flat
train-s464,25,.,7,punct
train-s465,1,Pendekatan,4,nsubj:pass
train-s465,2,baru,1,amod
train-s465,3,ini,1,det
train-s465,4,disebut,0,root
train-s465,5,trigonometri,4,obj
train-s465,6,rasional,5,amod
train-s465,7,dan,8,cc
train-s465,8,merupakan,4,conj
train-s465,9,hasil,8,obj
train-s465,10,kerja,9,compound
train-s465,11,dari,14,case
train-s465,12,Dr,14,det
train-s465,13,.,12,punct
train-s465,14,Norman,10,nmod
train-s465,15,Wildberger,14,flat
train-s465,16,dari,17,case
train-s465,17,Universitas,14,nmod
train-s465,18,New,17,flat
train-s465,19,South,18,flat
train-s465,20,Wales,19,flat
train-s465,21,.,4,punct
train-s466,1,Dalam,2,case
train-s466,2,bentuk,10,obl
train-s466,3,yang,5,nsubj
train-s466,4,lebih,5,advmod
train-s466,5,umum,2,amod
train-s466,6,",",2,punct
train-s466,7,energi,10,nsubj:pass
train-s466,8,ini,7,det
train-s466,9,harus,10,advmod
train-s466,10,diintegralkan,0,root
train-s466,11,berdasarkan,13,case
train-s466,12,semua,13,det
train-s466,13,jenis,10,obl
train-s466,14,panjang,13,compound
train-s466,15,gelombang,14,compound
train-s466,16,cahaya,15,compound
train-s466,17,dan,18,cc
train-s466,18,sudut,14,conj
train-s466,19,datang,18,compound
train-s466,20,cahaya,19,compound
train-s466,21,.,10,punct
train-s467,1,Sekarang,4,advmod
train-s467,2,papyrus,4,nsubj:pass
train-s467,3,ini,2,det
train-s467,4,disimpan,0,root
train-s467,5,di,6,case
train-s467,6,Berlin,4,nmod
train-s467,7,.,4,punct
train-s468,1,Dalam,2,case
train-s468,2,bidang,7,obl
train-s468,3,politik,2,compound
train-s468,4,",",2,punct
train-s468,5,partai,7,nsubj:pass
train-s468,6,ini,5,det
train-s468,7,memperjuangkan,0,root
train-s468,8,agar,7,case
train-s468,9,kekuasaan,11,nsubj
train-s468,10,sepenuhnya,9,compound
train-s468,11,berada,7,advcl
train-s468,12,di,13,case
train-s468,13,tangan,11,obl
train-s468,14,rakyat,13,compound
train-s468,15,.,7,punct
train-s469,1,Provinsi,3,nsubj
train-s469,2,Bandundu,1,flat
train-s469,3,merupakan,0,root
train-s469,4,sebuah,5,det
train-s469,5,provinsi,3,obj
train-s469,6,di,7,case
train-s469,7,Republik,5,nmod
train-s469,8,Demokrasi,7,flat
train-s469,9,Kongo,7,flat
train-s469,10,yang,11,nsubj
train-s469,11,memiliki,5,acl
train-s469,12,luas,11,obj
train-s469,13,wilayah,12,compound
train-s469,14,295.658,15,nummod
train-s469,15,km&amp;sup2,12,appos
train-s469,16,;,18,punct
train-s469,17,dan,18,cc
train-s469,18,populasi,12,conj
train-s469,19,5.201,22,nummod
train-s469,20,.,3,punct
train-s469,21,000,22,nummod
train-s469,22,jiwa,18,appos
train-s469,23,(,24,punct
train-s469,24,1998,11,appos
train-s469,25,),24,punct
train-s469,26,.,22,punct
train-s470,1,Komunisme,5,nsubj
train-s470,2,atau,3,cc
train-s470,3,Marxisme,1,conj
train-s470,4,adalah,5,cop
train-s470,5,ideologi,0,root
train-s470,6,dasar,5,amod
train-s470,7,yang,9,nsubj:pass
train-s470,8,umumnya,9,advmod
train-s470,9,digunakan,5,acl
train-s470,10,oleh,11,case
train-s470,11,partai,9,obl
train-s470,12,komunis,11,compound
train-s470,13,di,15,case
train-s470,14,seluruh,15,det
train-s470,15,dunia,9,obl
train-s470,16,.,5,punct
train-s471,1,Belyov,4,nsubj
train-s471,2,(,1,punct
train-s471,3,),1,punct
train-s471,4,merupakan,0,root
train-s471,5,sebuah,6,det
train-s471,6,kota,4,obj
train-s471,7,di,8,case
train-s471,8,Oblast,6,nmod
train-s471,9,Tula,8,flat
train-s471,10,",",8,punct
train-s471,11,Rusia,8,appos
train-s471,12,",",4,punct
train-s471,13,terletak,4,parataxis
train-s471,14,di,17,case
train-s471,15,tepi,17,amod
train-s471,16,kiri,15,amod
train-s471,17,Sungai,13,obl
train-s471,18,Oka,17,flat
train-s471,19,.,4,punct
train-s471,20,Jumlah,4,dep
train-s471,21,penduduk,20,compound
train-s471,22,:,20,punct
train-s471,23,16083,20,nummod
train-s471,24,(,25,punct
train-s471,25,Sensus,23,appos
train-s471,26,2002,25,nummod
train-s471,27,),25,punct
train-s471,28,;,29,punct
train-s471,29,17000,23,conj
train-s471,30,(,31,punct
train-s471,31,1967,29,appos
train-s471,32,),31,punct
train-s471,33,.,20,punct
train-s472,1,Air,5,nsubj
train-s472,2,Terjun,1,compound
train-s472,3,Gonggomino,1,flat
train-s472,4,adalah,5,cop
train-s472,5,obyek,0,root
train-s472,6,wisata,5,compound
train-s472,7,yang,8,nsubj:pass
train-s472,8,terdapat,5,acl
train-s472,9,di,10,case
train-s472,10,Kabupaten,8,obl
train-s472,11,Kudus,10,flat
train-s472,12,yaitu,14,mark
train-s472,13,di,14,case
train-s472,14,daerah,10,nmod
train-s472,15,Gunung,14,flat
train-s472,16,Muria,15,flat
train-s472,17,.,5,punct
train-s473,1,Sebab,8,mark
train-s473,2,jika,8,mark
train-s473,3,tidak,4,advmod
train-s473,4,demikian,8,advmod
train-s473,5,",",8,punct
train-s473,6,kamu,8,nsubj
train-s473,7,tidak,8,advmod
train-s473,8,tahan,0,root
train-s473,9,uji,8,obj
train-s473,10,.,8,punct
train-s474,1,Ia,2,nsubj
train-s474,2,mempertanyakan,0,root
train-s474,3,beberapa,4,det
train-s474,4,fakta,2,obj
train-s474,5,janggal,4,amod
train-s474,6,seperti,7,case
train-s474,7,mengapa,4,nmod
train-s474,8,rekaman,16,nsubj:pass
train-s474,9,pengatur,8,compound
train-s474,10,penerbangan,9,obj
train-s474,11,saat,12,case
train-s474,12,kejadian,16,obl
train-s474,13,9,12,nummod
