sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,negasi_scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",13,mengatur,menatur,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",10,ccomp,{'MorphInd': '^meN+atur<v>_VSA$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",14,beberapa,beberapa,DET,B--,"{'NumType': 'Card', 'PronType': 'Ind'}",15,det,{'MorphInd': '^beberapa<b>_B--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",15,fasilitas,fasilitas,NOUN,NSD,{'Number': 'Sing'},13,obj,{'MorphInd': '^fasilitas<n>_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",16,pengukuran,penukuran,NOUN,NSD,{'Number': 'Sing'},15,compound,{'MorphInd': '^peN+ukur<v>+an_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",17,paling,paling,ADV,D--,-,18,advmod,{'MorphInd': '^paling<d>_D--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",18,spesifik,spesifik,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",15,amod,{'MorphInd': '^spesifik<a>_ASP$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",19,di,di,ADP,R--,-,20,case,{'MorphInd': '^di<r>_R--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",20,dunia,dunia,NOUN,NSD,{'Number': 'Sing'},15,nmod,"{'SpaceAfter': 'No', 'MorphInd': '^dunia<n>_NSD$'}",Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",22,termasuk,termasuk,VERB,R--,-,15,advcl,{'MorphInd': '^termasuk<r>_R--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",23,National,national,PROPN,F--,-,24,amod,{'MorphInd': '^national<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",24,Center,center,PROPN,F--,-,22,obj,{'MorphInd': '^center<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",25,for,for,PROPN,F--,-,24,nmod,{'MorphInd': '^for<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",26,Neutron,neutron,PROPN,F--,-,25,nmod,{'MorphInd': '^neutron<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",27,Research,research,PROPN,F--,-,26,flat,{'MorphInd': '^research<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",29,Pusat,pusat,PROPN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",24,appos,{'MorphInd': '^pusat<a>_ASP$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",30,Riset,riset,PROPN,NSD,{'Number': 'Sing'},29,flat,{'MorphInd': '^riset<n>_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",31,Neutron,neutron,PROPN,F--,-,30,flat,{'MorphInd': '^neutron<f>_F--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",32,Nasional,nasional,PROPN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",29,amod,"{'SpaceAfter': 'No', 'MorphInd': '^nasional<a>_ASP$'}",Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",34,yang,yang,PRON,S--,{'PronType': 'Rel'},36,nsubj:pass,{'MorphInd': '^yang<s>_S--$'},In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",35,tidak,tidak,PART,G--,{'Polarity': 'Neg'},36,advmod,{'MorphInd': '^tidak<g>_G--$'},Kata Negasi
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",36,terkalahkan,terkalahkan,VERB,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",24,acl,{'MorphInd': '^terkalahkan<a>_ASP$'},In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",37,dan,dan,CCONJ,H--,-,40,cc,{'MorphInd': '^dan<h>_H--$'},In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",38,yang,yang,PRON,S--,{'PronType': 'Rel'},40,nsubj,{'MorphInd': '^yang<s>_S--$'},In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",39,paling,paling,ADV,D--,-,40,advmod,{'MorphInd': '^paling<d>_D--$'},In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",40,murah,murah,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",36,conj,"{'SpaceAfter': 'No', 'MorphInd': '^murah<a>_ASP$'}",In_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",42,dimana,dimana,SCONJ,W--,{'PronType': 'Int'},43,mark,{'MorphInd': '^dimana<w>_W--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",43,dilakukannya,dilakukan,VERB,VSP+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Voice': 'Pass'}",15,advcl,{'MorphInd': '^di+laku<a>+kan_VSP+dia<p>_PS3$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",44,riset,riset,NOUN,NSD,{'Number': 'Sing'},43,obj,{'MorphInd': '^riset<n>_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",45,paling,paling,ADV,D--,-,46,advmod,{'MorphInd': '^paling<d>_D--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",46,mutakhir,mutakhir,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",43,amod,{'MorphInd': '^mutakhir<a>_ASP$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",47,untuk,untuk,ADP,R--,-,48,case,{'MorphInd': '^untuk<r>_R--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",48,materi,materi,NOUN,NSD,{'Number': 'Sing'},43,obl,{'MorphInd': '^materi<n>_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",50,materi,materi,NOUN,NSD,{'Number': 'Sing'},48,compound:plur,{'MorphInd': '^materi<n>_NSD$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",51,baru,baru,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",48,amod,"{'SpaceAfter': 'No', 'MorphInd': '^baru<a>_ASP$'}",Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",53,fuel,fuel,PROPN,X--,-,48,conj,{'MorphInd': '^fuel<x>_X--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",54,cell,cell,PROPN,X--,-,53,flat,{'MorphInd': '^cell<x>_X--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",55,terbaru,terbaru,ADJ,ASS,"{'Degree': 'Sup', 'Number': 'Sing'}",53,amod,"{'SpaceAfter': 'No', 'MorphInd': '^ter+baru<a>_ASS$'}",Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",57,dan,dan,CCONJ,H--,-,58,cc,{'MorphInd': '^dan<h>_H--$'},Out_Scope
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",58,bioteknologi,bioteknologi,PROPN,NSD,{'Number': 'Sing'},48,conj,"{'SpaceAfter': 'No', 'MorphInd': '^bioteknologi<n>_NSD$'}",Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",1,Kesatuan,kesatuan,NOUN,X--,-,4,nsubj:pass,{'MorphInd': '^kesatuan<x>_X--$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",2,itu,itu,DET,B--,{'PronType': 'Dem'},1,det,{'MorphInd': '^itu<b>_B--$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",3,kemudian,kemudian,ADV,S--,-,4,advmod,{'MorphInd': '^kemudian<s>_S--$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",4,dipulihkan,dipulihkan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",0,root,{'MorphInd': '^di+pulih<a>+kan_VSP$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",5,kembali,kembali,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",4,advmod,{'MorphInd': '^kembali<v>_VSA$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",6,dalam,dalam,ADP,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",7,case,{'MorphInd': '^dalam<a>_ASP$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",7,konsili,konsili,NOUN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",4,obl,{'MorphInd': '^konsil<n>+i_VSA$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",8,Florensia,florensia,PROPN,X--,-,7,flat,{'MorphInd': '^florensia<x>_X--$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",9,pada,pada,ADP,R--,-,10,case,{'MorphInd': '^pada<r>_R--$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",10,tahun,tahun,NOUN,NSD,{'Number': 'Sing'},4,obl,{'MorphInd': '^tahun<n>_NSD$'},Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",11,1439,1439,NUM,CC-,{'NumType': 'Card'},10,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^1439<c>_CC-$'}",Out_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",13,namun,namun,SCONJ,S--,-,15,mark,{'MorphInd': '^namun<s>_S--$'},In_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",14,tidak,tidak,PART,G--,{'Polarity': 'Neg'},15,advmod,{'MorphInd': '^tidak<g>_G--$'},Kata Negasi
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",15,memperlihatkan,menperlihatkan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",4,advcl,{'MorphInd': '^meN+per+lihat<v>+kan_VSA$'},In_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",16,hasil,hasil,NOUN,NSD,{'Number': 'Sing'},15,obj,{'MorphInd': '^hasil<n>_NSD$'},In_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",17,yang,yang,PRON,S--,{'PronType': 'Rel'},18,nsubj,{'MorphInd': '^yang<s>_S--$'},In_Scope
train-s1491,"Kesatuan itu kemudian dipulihkan kembali dalam konsili Florensia pada tahun 1439, namun tidak memperlihatkan hasil yang nyata sampai pada tahun 1740, ketika Abraham - Petrus I Ardzivian, yang sebelumnya sudah menjadi Katolik, terpilih sebagai patriark Sis. Dua tahun kemudian Paus Benediktus XIV secara resmi mendirikan Gereja Katolik Armenia.",18,nyata,nyata,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",16,amod,{'MorphInd': '^nyata<a>_ASP$'},In_Scope
