sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,negasi_scope
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,9,kota,kota,NOUN,NSD,{'Number': 'Sing'},7,obl,{'MorphInd': '^kota<n>_NSD$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,10,-,-,PUNCT,Z--,_,9,punct,{'MorphInd': '^-<z>_Z--$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,11,kota,kota,NOUN,NSD,{'Number': 'Sing'},9,compound:plur,{'MorphInd': '^kota<n>_NSD$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,12,lain,lain,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",9,amod,"{'SpaceAfter': 'No', 'MorphInd': '^lain<a>_ASP$'}",
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,13,),),PUNCT,Z--,_,7,punct,{'MorphInd': '^)<z>_Z--$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,14,maupun,maupun,CCONJ,H--,_,17,cc,{'MorphInd': '^maupun<h>_H--$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,15,gagalnya,gagal,NOUN,ASP+PS3,"{'Degree': 'Pos', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",17,nsubj,{'MorphInd': '^gagal<a>_ASP+dia<p>_PS3$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,16,Sanherib,sanherib,NOUN,X--,_,15,compound,{'MorphInd': '^sanherib<x>_X--$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,17,merebut,menrebut,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",2,conj,{'MorphInd': '^meN+rebut<v>_VSA$'},
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,18,Yerusalem,yerusalem,NOUN,F--,_,17,obj,"{'SpaceAfter': 'No', 'MorphInd': '^yerusalem<f>_F--$'}",
train-s16,Tidak ada keterangan kejatuhan Yerusalem (berbeda dengan kota - kota lain) maupun gagalnya Sanherib merebut Yerusalem.,19,.,.,PUNCT,Z--,_,2,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",1,Karena,karena,SCONJ,S--,_,5,mark,{'MorphInd': '^karena<s>_S--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",2,itu,itu,DET,B--,{'PronType': 'Dem'},1,det,"{'SpaceAfter': 'No', 'MorphInd': '^itu<b>_B--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",3,",",",",PUNCT,Z--,_,1,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",4,Edward,edward,PROPN,F--,_,5,nsubj,{'MorphInd': '^edward<f>_F--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",5,turun,turun,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^turun<v>_VSA$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",6,takhta,takhta,NOUN,NSD,{'Number': 'Sing'},5,obj,{'MorphInd': '^takhta<n>_NSD$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",7,dan,dan,CCONJ,H--,_,8,cc,{'MorphInd': '^dan<h>_H--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",8,menyerahkannya,menserahkan,VERB,VSA+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Voice': 'Act'}",5,conj,{'MorphInd': '^meN+serah<v>+kan_VSA+dia<p>_PS3$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",9,kepada,kepada,ADP,R--,_,10,case,{'MorphInd': '^kepada<r>_R--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",10,Albert,albert,PROPN,F--,_,8,obl,"{'SpaceAfter': 'No', 'MorphInd': '^albert<f>_F--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",11,",",",",PUNCT,Z--,_,5,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",12,yang,yang,PRON,S--,{'PronType': 'Rel'},14,nsubj,{'MorphInd': '^yang<s>_S--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",13,tidak,tidak,PART,G--,{'Polarity': 'Neg'},14,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",14,mempunyai,menpunyai,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",5,advcl,{'MorphInd': '^meN+punya<v>+i_VSA$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",15,keinginan,keinginan,NOUN,NSD,{'Number': 'Sing'},14,obj,{'MorphInd': '^ke+ingin<v>+an_NSD$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",16,untuk,untuk,ADP,R--,_,17,case,{'MorphInd': '^untuk<r>_R--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",17,menjadi,menjadi,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",14,xcomp,{'MorphInd': '^meN+jadi<a>_VSA$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",18,raja,raja,NOUN,NSD,{'Number': 'Sing'},17,obj,{'MorphInd': '^raja<n>_NSD$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",19,dan,dan,CCONJ,H--,_,20,cc,{'MorphInd': '^dan<h>_H--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",20,mempunyai,menpunyai,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",17,conj,{'MorphInd': '^meN+punya<v>+i_VSA$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",21,sedikit,sedikit,DET,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",23,advmod,{'MorphInd': '^sedikit<a>_ASP$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",22,sekali,sekali,ADV,D--,_,21,advmod,{'MorphInd': '^sekali<d>_D--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",23,persiapan,persiapan,NOUN,NSD,{'Number': 'Sing'},20,obj,{'MorphInd': '^per+siap<a>+an_NSD$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",24,untuk,untuk,ADP,R--,_,25,case,{'MorphInd': '^untuk<r>_R--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",25,peranan,peranan,NOUN,NSD,{'Number': 'Sing'},23,nmod,{'MorphInd': '^peran<n>+an_NSD$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",26,itu,itu,DET,B--,{'PronType': 'Dem'},25,det,{'MorphInd': '^itu<b>_B--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",27,(,(,PUNCT,Z--,_,31,punct,"{'SpaceAfter': 'No', 'MorphInd': '^(<z>_Z--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",28,meskipun,meskipun,SCONJ,S--,_,31,mark,{'MorphInd': '^meskipun<s>_S--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",29,orangtuanya,orangtua,NOUN,NSD+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",31,nsubj,{'MorphInd': '^orangtua<n>_NSD+dia<p>_PS3$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",30,sesungguhnya,sesungguhnya,ADV,D--,_,31,advmod,{'MorphInd': '^sesungguhnya<d>_D--$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",31,mengharapkan,menharapkan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",25,appos,{'MorphInd': '^meN+harap<v>+kan_VSA$'},
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",32,dia,dia,PRON,B--,_,31,obj,"{'SpaceAfter': 'No', 'MorphInd': '^dia<b>_B--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",33,),),PUNCT,Z--,_,31,punct,"{'SpaceAfter': 'No', 'MorphInd': '^)<z>_Z--$'}",
train-s1611,"Karena itu, Edward turun takhta dan menyerahkannya kepada Albert, yang tidak mempunyai keinginan untuk menjadi raja dan mempunyai sedikit sekali persiapan untuk peranan itu (meskipun orangtuanya sesungguhnya mengharapkan dia).",34,.,.,PUNCT,Z--,_,5,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1618,Pearisnya tidak diketahui dengan pasti.,1,Pearisnya,pearisnya,NOUN,X--,_,3,nsubj:pass,{'MorphInd': '^pearisnya<x>_X--$'},
train-s1618,Pearisnya tidak diketahui dengan pasti.,2,tidak,tidak,PART,G--,{'Polarity': 'Neg'},3,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1618,Pearisnya tidak diketahui dengan pasti.,3,diketahui,diketahui,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",0,root,{'MorphInd': '^di+ketahui<v>_VSP$'},
train-s1618,Pearisnya tidak diketahui dengan pasti.,4,dengan,dengan,ADP,R--,_,3,case,{'MorphInd': '^dengan<r>_R--$'},
train-s1618,Pearisnya tidak diketahui dengan pasti.,5,pasti,pasti,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",3,amod,"{'SpaceAfter': 'No', 'MorphInd': '^pasti<a>_ASP$'}",
train-s1618,Pearisnya tidak diketahui dengan pasti.,6,.,.,PUNCT,Z--,_,3,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,1,Angka,angka,PROPN,NSD,{'Number': 'Sing'},5,nsubj:pass,{'MorphInd': '^angka<n>_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,2,tersebut,tersebut,DET,B--,{'PronType': 'Dem'},1,det,{'MorphInd': '^tersebut<b>_B--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,3,belum,belum,PART,G--,{'Polarity': 'Neg'},5,advmod,{'MorphInd': '^belum<g>_G--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,4,dapat,dapat,ADV,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",5,advmod,{'MorphInd': '^dapat<v>_VSA$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,5,dijadikan,dijadikan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",0,root,{'MorphInd': '^di+jadi<a>+kan_VSP$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,6,sebagai,sebagai,ADP,R--,_,7,case,{'MorphInd': '^sebagai<r>_R--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,7,pedoman,pedoman,NOUN,NSD,{'Number': 'Sing'},5,obl,{'MorphInd': '^pedoman<n>_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,8,karena,karena,SCONJ,S--,_,15,mark,{'MorphInd': '^karena<s>_S--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,9,angkatan,angkatan,NOUN,NSD,{'Number': 'Sing'},15,nsubj,{'MorphInd': '^angkat<v>+an_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,10,kerja,kerja,NOUN,NSD,{'Number': 'Sing'},9,compound,{'MorphInd': '^kerja<n>_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,11,pada,pada,ADP,R--,_,12,case,{'MorphInd': '^pada<r>_R--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,12,tahun,tahun,NOUN,NSD,{'Number': 'Sing'},9,nmod,{'MorphInd': '^tahun<n>_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,13,2004,2004,NUM,CC-,{'NumType': 'Card'},12,nummod,{'MorphInd': '^2004<c>_CC-$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,14,masih,masih,ADV,D--,_,15,advmod,{'MorphInd': '^masih<d>_D--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,15,menyatu,mensatu,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",5,advcl,{'MorphInd': '^meN+satu<c>_VSA$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,16,dengan,dengan,ADP,R--,_,17,case,{'MorphInd': '^dengan<r>_R--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,17,Kabupaten,kabupaten,PROPN,NSD,{'Number': 'Sing'},15,obl,{'MorphInd': '^kabupaten<n>_NSD$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,18,Kolaka,kolaka,PROPN,X--,_,17,flat,{'MorphInd': '^kolaka<x>_X--$'},
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,19,Utara,utara,PROPN,NSD,{'Number': 'Sing'},18,flat,"{'SpaceAfter': 'No', 'MorphInd': '^utara<n>_NSD$'}",
train-s1619,Angka tersebut belum dapat dijadikan sebagai pedoman karena angkatan kerja pada tahun 2004 masih menyatu dengan Kabupaten Kolaka Utara.,20,.,.,PUNCT,Z--,_,5,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",1,Tidak,tidak,PART,G--,{'Polarity': 'Neg'},2,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",2,ada,ada,VERB,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",0,root,{'MorphInd': '^ada<a>_ASP$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",3,orang,orang,NOUN,NSD,{'Number': 'Sing'},2,obj,{'MorphInd': '^orang<n>_NSD$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",4,yang,yang,PRON,S--,{'PronType': 'Rel'},5,nsubj,{'MorphInd': '^yang<s>_S--$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",5,berbuat,berbuat,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",3,acl,{'MorphInd': '^ber+buat<v>_VSA$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",6,dosa,dosa,NOUN,NSD,{'Number': 'Sing'},5,obj,{'MorphInd': '^dosa<n>_NSD$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",7,dalam,dalam,ADP,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",8,case,{'MorphInd': '^dalam<a>_ASP$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",8,bekerja,bekerja,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",5,xcomp,{'MorphInd': '^bekerja<v>_VSA$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",9,demi,demi,ADP,R--,_,10,case,{'MorphInd': '^demi<r>_R--$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",10,keadilan,keadilan,NOUN,NSD,{'Number': 'Sing'},8,obl,"{'SpaceAfter': 'No', 'MorphInd': '^ke+adil<a>+an_NSD$'}",
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",11,",",",",PUNCT,Z--,_,2,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",12,dalam,dalam,ADP,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",13,case,{'MorphInd': '^dalam<a>_ASP$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",13,ruang,ruang,NOUN,NSD,{'Number': 'Sing'},2,obl,{'MorphInd': '^ruang<n>_NSD$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",14,lingkup,lingkup,NOUN,NSD,{'Number': 'Sing'},13,compound,{'MorphInd': '^lingkup<n>_NSD$'},
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",15,hukum,hukum,NOUN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",14,compound,"{'SpaceAfter': 'No', 'MorphInd': '^hukum<v>_VSA$'}",
train-s1631,"Tidak ada orang yang berbuat dosa dalam bekerja demi keadilan, dalam ruang lingkup hukum.",16,.,.,PUNCT,Z--,_,2,punct,{'MorphInd': '^.<z>_Z--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",1,Bagaimana,bagaimana,ADV,W--,{'PronType': 'Int'},6,advmod,{'MorphInd': '^bagaimana<w>_W--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",2,mungkin,mungkin,ADV,D--,_,1,fixed,{'MorphInd': '^mungkin<d>_D--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",3,rambut,rambut,NOUN,NSD,{'Number': 'Sing'},6,nsubj,{'MorphInd': '^rambut<n>_NSD$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",4,dan,dan,CCONJ,H--,_,5,cc,{'MorphInd': '^dan<h>_H--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",5,kuku,kuku,NOUN,NSD,{'Number': 'Sing'},3,conj,{'MorphInd': '^kuku<n>_NSD$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",6,tumbuh,tumbuh,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,"{'SpaceAfter': 'No', 'MorphInd': '^tumbuh<v>_VSA$'}",
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",7,",",",",PUNCT,Z--,_,6,punct,"{'MorphInd': '^,<z>_Z--$'}",
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",8,padahal,padahal,SCONJ,S--,_,11,mark,{'MorphInd': '^padahal<s>_S--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",9,manusia,manusia,NOUN,NSD,{'Number': 'Sing'},11,nsubj,{'MorphInd': '^manusia<n>_NSD$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",10,tidak,tidak,PART,G--,{'Polarity': 'Neg'},11,advmod,{'MorphInd': '^tidak<g>_G--$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",11,memakan,menmakan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",6,advcl,{'MorphInd': '^meN+makan<v>_VSA$'},
train-s1641,"Bagaimana mungkin rambut dan kuku tumbuh, padahal manusia tidak memakan rambut atau kuku?",12,rambut,rambut,NOUN,NSD,{'Number': 'Sing'},11,obj,{'MorphInd': '^rambut<n>_NSD$'},
